Chromosome;Type;Coord1;Coord2;Strand;ID;Name;Arm;Derives_from
chr5;miRNA;1062904;1062924;-;MIMAT0019692;hsa-miR-4635;35;MI0017262
chr5;miRNA;9053865;9053886;-;MIMAT0019693;hsa-miR-4636;36;MI0017263
chr5;miRNA;14825932;14825953;-;MIMAT0019694;hsa-miR-4637;37;MI0017264
chr5;miRNA;181222612;181222632;-;MIMAT0019695;hsa-miR-4638-5p;5p;MI0017265
chr5;miRNA;181222577;181222599;-;MIMAT0019696;hsa-miR-4638-3p;3p;MI0017265
chr6;miRNA;16141556;16141577;+;MIMAT0019697;hsa-miR-4639-5p;5p;MI0017266
chr6;miRNA;16141603;16141622;+;MIMAT0019698;hsa-miR-4639-3p;3p;MI0017266
chr6;miRNA;30890891;30890913;+;MIMAT0019699;hsa-miR-4640-5p;5p;MI0017267
chr6;miRNA;30890949;30890970;+;MIMAT0019700;hsa-miR-4640-3p;3p;MI0017267
chr6;miRNA;41598764;41598787;+;MIMAT0019701;hsa-miR-4641;41;MI0017268
chr6;miRNA;44435650;44435671;+;MIMAT0019702;hsa-miR-4642;42;MI0017269
chr6;miRNA;91521709;91521730;+;MIMAT0019703;hsa-miR-4643;43;MI0017270
chr6;miRNA;170330813;170330835;+;MIMAT0019704;hsa-miR-4644;44;MI0017271
chr6;miRNA;2854079;2854097;-;MIMAT0019705;hsa-miR-4645-5p;5p;MI0017272
chr6;miRNA;2854040;2854061;-;MIMAT0019706;hsa-miR-4645-3p;3p;MI0017272
chr6;miRNA;31701070;31701091;-;MIMAT0019707;hsa-miR-4646-5p;5p;MI0017273
chr6;miRNA;31701029;31701049;-;MIMAT0019708;hsa-miR-4646-3p;3p;MI0017273
chr6;miRNA;44254253;44254275;-;MIMAT0019709;hsa-miR-4647;47;MI0017274
chr7;miRNA;2527074;2527093;+;MIMAT0019710;hsa-miR-4648;48;MI0017275
chr7;miRNA;44110851;44110874;+;MIMAT0019711;hsa-miR-4649-5p;5p;MI0017276
chr7;miRNA;44110891;44110911;+;MIMAT0019712;hsa-miR-4649-3p;3p;MI0017276
chr7;miRNA;67114365;67114383;-;MIMAT0019713;hsa-miR-4650-5p;5p;MI0017277
chr7;miRNA;67114332;67114352;-;MIMAT0019714;hsa-miR-4650-3p;3p;MI0017277
chr7;miRNA;72697917;72697935;+;MIMAT0019713_1;hsa-miR-4650-5p;5p;MI0017278
chr7;miRNA;72697948;72697968;+;MIMAT0019714_1;hsa-miR-4650-3p;3p;MI0017278
chr7;miRNA;75915206;75915225;+;MIMAT0019715;hsa-miR-4651;51;MI0017279
chr7;miRNA;93716937;93716958;+;MIMAT0019716;hsa-miR-4652-5p;5p;MI0017280
chr7;miRNA;93716977;93716998;+;MIMAT0019717;hsa-miR-4652-3p;3p;MI0017280
chr7;miRNA;101159482;101159503;+;MIMAT0019718;hsa-miR-4653-5p;5p;MI0017281
chr7;miRNA;101159524;101159546;+;MIMAT0019719;hsa-miR-4653-3p;3p;MI0017281
chr1;miRNA;162157116;162157137;+;MIMAT0019720;hsa-miR-4654;54;MI0017282
chr7;miRNA;1844223;1844244;-;MIMAT0019721;hsa-miR-4655-5p;5p;MI0017283
chr7;miRNA;1844189;1844209;-;MIMAT0019722;hsa-miR-4655-3p;3p;MI0017283
chr7;miRNA;4788608;4788630;-;MIMAT0019723;hsa-miR-4656;56;MI0017284
chr7;miRNA;44881778;44881800;-;MIMAT0019724;hsa-miR-4657;57;MI0017285
chr7;miRNA;100156611;100156633;-;MIMAT0019725;hsa-miR-4658;58;MI0017286
chr8;miRNA;6745177;6745198;+;MIMAT0019726;hsa-miR-4659a-5p;5p;MI0017287
chr8;miRNA;6745212;6745233;+;MIMAT0019727;hsa-miR-4659a-3p;3p;MI0017287
chr8;miRNA;9048453;9048475;+;MIMAT0019728;hsa-miR-4660;60;MI0017288
chr8;miRNA;91205494;91205515;+;MIMAT0019729;hsa-miR-4661-5p;5p;MI0017289
chr8;miRNA;91205531;91205552;+;MIMAT0019730;hsa-miR-4661-3p;3p;MI0017289
chr8;miRNA;124821990;124822011;+;MIMAT0019731;hsa-miR-4662a-5p;5p;MI0017290
chr8;miRNA;124822027;124822048;+;MIMAT0019732;hsa-miR-4662a-3p;3p;MI0017290
chr8;miRNA;6745213;6745231;-;MIMAT0019733;hsa-miR-4659b-5p;5p;MI0017291
chr8;miRNA;6745175;6745196;-;MIMAT0019734;hsa-miR-4659b-3p;3p;MI0017291
chr8;miRNA;123215831;123215854;-;MIMAT0019735;hsa-miR-4663;63;MI0017292
chr8;miRNA;124821988;124822009;-;MIMAT0019736;hsa-miR-4662b;2b;MI0017293
chr8;miRNA;143733123;143733144;-;MIMAT0019737;hsa-miR-4664-5p;5p;MI0017294
chr8;miRNA;143733089;143733110;-;MIMAT0019738;hsa-miR-4664-3p;3p;MI0017294
chr9;miRNA;6007835;6007857;+;MIMAT0019739;hsa-miR-4665-5p;5p;MI0017295
chr9;miRNA;6007871;6007896;+;MIMAT0019740;hsa-miR-4665-3p;3p;MI0017295
chr1;miRNA;228462083;228462103;+;MIMAT0019741;hsa-miR-4666a-5p;5p;MI0017296
chr1;miRNA;228462125;228462145;+;MIMAT0019742;hsa-miR-4666a-3p;3p;MI0017296
chr9;miRNA;35608096;35608117;+;MIMAT0019743;hsa-miR-4667-5p;5p;MI0017297
chr9;miRNA;35608139;35608159;+;MIMAT0019744;hsa-miR-4667-3p;3p;MI0017297
chr9;miRNA;111932100;111932122;+;MIMAT0019745;hsa-miR-4668-5p;5p;MI0017298
chr9;miRNA;111932147;111932169;+;MIMAT0019746;hsa-miR-4668-3p;3p;MI0017298
chr9;miRNA;128392634;128392655;+;MIMAT0019747;hsa-miR-219b-5p;5p;MI0017299
chr9;miRNA;128392676;128392698;+;MIMAT0019748;hsa-miR-219b-3p;3p;MI0017299
chr9;miRNA;134379449;134379470;+;MIMAT0019749;hsa-miR-4669;69;MI0017300
chr9;miRNA;92528030;92528051;-;MIMAT0019750;hsa-miR-4670-5p;5p;MI0017301
chr9;miRNA;92527991;92528012;-;MIMAT0019751;hsa-miR-4670-3p;3p;MI0017301
chr1;miRNA;234306476;234306497;+;MIMAT0019752;hsa-miR-4671-5p;5p;MI0017302
chr1;miRNA;234306512;234306532;+;MIMAT0019753;hsa-miR-4671-3p;3p;MI0017302
chr9;miRNA;127869425;127869445;-;MIMAT0019754;hsa-miR-4672;72;MI0017303
chr9;miRNA;136519604;136519625;-;MIMAT0019755;hsa-miR-4673;73;MI0017304
chr9;miRNA;136546182;136546202;-;MIMAT0019756;hsa-miR-4674;74;MI0017305
chr10;miRNA;20552015;20552036;+;MIMAT0019757;hsa-miR-4675;75;MI0017306
chr10;miRNA;72721038;72721058;+;MIMAT0019758;hsa-miR-4676-5p;5p;MI0017307
chr10;miRNA;72721072;72721093;+;MIMAT0019759;hsa-miR-4676-3p;3p;MI0017307
chr1;miRNA;243346188;243346209;+;MIMAT0019760;hsa-miR-4677-5p;5p;MI0017308
chr1;miRNA;243346225;243346246;+;MIMAT0019761;hsa-miR-4677-3p;3p;MI0017308
chr10;miRNA;87503890;87503911;+;MIMAT0019762;hsa-miR-4678;78;MI0017309
chr10;miRNA;89063344;89063365;+;MIMAT0019763_1;hsa-miR-4679;79;MI0017310
chr10;miRNA;89063381;89063402;-;MIMAT0019763;hsa-miR-4679;79;MI0017311
chr10;miRNA;110898094;110898116;+;MIMAT0019764;hsa-miR-4680-5p;5p;MI0017312
chr10;miRNA;110898131;110898151;+;MIMAT0019765;hsa-miR-4680-3p;3p;MI0017312
chr10;miRNA;119377975;119377996;+;MIMAT0019766;hsa-miR-4681;81;MI0017313
chr10;miRNA;119958522;119958544;+;MIMAT0019767;hsa-miR-4682;82;MI0017314
chr10;miRNA;35641181;35641203;-;MIMAT0019768;hsa-miR-4683;83;MI0017315
chr1;miRNA;22719530;22719551;+;MIMAT0019769;hsa-miR-4684-5p;5p;MI0017316
chr1;miRNA;22719566;22719587;+;MIMAT0019770;hsa-miR-4684-3p;3p;MI0017316
chr10;miRNA;98431332;98431357;-;MIMAT0019771;hsa-miR-4685-5p;5p;MI0017317
chr10;miRNA;98431292;98431313;-;MIMAT0019772;hsa-miR-4685-3p;3p;MI0017317
chr11;miRNA;2173072;2173094;+;MIMAT0019773;hsa-miR-4686;86;MI0017318
chr11;miRNA;3856073;3856094;+;MIMAT0019774;hsa-miR-4687-5p;5p;MI0017319
chr11;miRNA;3856113;3856133;+;MIMAT0019775;hsa-miR-4687-3p;3p;MI0017319
chr11;miRNA;34941888;34941909;+;MIMAT0019776;hsa-miR-1343-3p;3p;MI0017320
chr11;miRNA;34941851;34941872;+;MIMAT0027038;hsa-miR-1343-5p;5p;MI0017320
chr11;miRNA;46376456;46376477;+;MIMAT0019777;hsa-miR-4688;88;MI0017321
chr1;miRNA;5862711;5862732;-;MIMAT0019778;hsa-miR-4689;89;MI0017322
chr11;miRNA;65636310;65636331;+;MIMAT0019779;hsa-miR-4690-5p;5p;MI0017323
chr11;miRNA;65636348;65636368;+;MIMAT0019780;hsa-miR-4690-3p;3p;MI0017323
chr11;miRNA;68033910;68033932;+;MIMAT0019781;hsa-miR-4691-5p;5p;MI0017324
chr11;miRNA;68033949;68033971;+;MIMAT0019782;hsa-miR-4691-3p;3p;MI0017324
chr11;miRNA;72783566;72783587;+;MIMAT0019783;hsa-miR-4692;92;MI0017325
chr11;miRNA;103849915;103849937;+;MIMAT0019784;hsa-miR-4693-5p;5p;MI0017326
chr11;miRNA;103849951;103849973;+;MIMAT0019785;hsa-miR-4693-3p;3p;MI0017326
chr11;miRNA;19760053;19760074;-;MIMAT0019786;hsa-miR-4694-5p;5p;MI0017327
chr11;miRNA;19760013;19760033;-;MIMAT0019787;hsa-miR-4694-3p;3p;MI0017327
chr1;miRNA;18883250;18883271;-;MIMAT0019788;hsa-miR-4695-5p;5p;MI0017328
chr1;miRNA;18883204;18883225;-;MIMAT0019789;hsa-miR-4695-3p;3p;MI0017328
chr11;miRNA;74720307;74720328;-;MIMAT0019790;hsa-miR-4696;96;MI0017329
chr11;miRNA;133898551;133898572;-;MIMAT0019791;hsa-miR-4697-5p;5p;MI0017330
chr11;miRNA;133898506;133898529;-;MIMAT0019792;hsa-miR-4697-3p;3p;MI0017330
chr12;miRNA;47187860;47187882;+;MIMAT0019793;hsa-miR-4698;98;MI0017331
chr12;miRNA;81158397;81158418;+;MIMAT0019794;hsa-miR-4699-5p;5p;MI0017332
chr12;miRNA;81158433;81158454;+;MIMAT0019795;hsa-miR-4699-3p;3p;MI0017332
chr12;miRNA;120723202;120723223;+;MIMAT0019796;hsa-miR-4700-5p;5p;MI0017333
chr12;miRNA;120723233;120723258;+;MIMAT0019797;hsa-miR-4700-3p;3p;MI0017333
chr12;miRNA;48772014;48772035;-;MIMAT0019798;hsa-miR-4701-5p;5p;MI0017334
chr12;miRNA;48771980;48771999;-;MIMAT0019799;hsa-miR-4701-3p;3p;MI0017334
chr12;miRNA;54231407;54231428;-;MIMAT0015083;hsa-miR-3198;98;MI0017335
chr13;miRNA;51552599;51552621;+;MIMAT0019801;hsa-miR-4703-5p;5p;MI0017336
chr13;miRNA;51552637;51552658;+;MIMAT0019802;hsa-miR-4703-3p;3p;MI0017336
chr13;miRNA;66218259;66218280;+;MIMAT0019803;hsa-miR-4704-5p;5p;MI0017337
chr13;miRNA;66218296;66218317;+;MIMAT0019804;hsa-miR-4704-3p;3p;MI0017337
chr13;miRNA;102045974;102045995;-;MIMAT0019805;hsa-miR-4705;05;MI0017338
chr14;miRNA;65044697;65044721;+;MIMAT0019806;hsa-miR-4706;06;MI0017339
chr14;miRNA;22956998;22957020;-;MIMAT0019807;hsa-miR-4707-5p;5p;MI0017340
chr14;miRNA;22956957;22956978;-;MIMAT0019808;hsa-miR-4707-3p;3p;MI0017340
chr14;miRNA;65335155;65335175;-;MIMAT0019809;hsa-miR-4708-5p;5p;MI0017341
chr14;miRNA;65335123;65335144;-;MIMAT0019810;hsa-miR-4708-3p;3p;MI0017341
chr14;miRNA;74480175;74480196;-;MIMAT0019811;hsa-miR-4709-5p;5p;MI0017342
chr14;miRNA;74480135;74480157;-;MIMAT0019812;hsa-miR-4709-3p;3p;MI0017342
chr14;miRNA;104117468;104117489;-;MIMAT0019813;hsa-miR-203b-5p;5p;MI0017343
chr14;miRNA;104117428;104117450;-;MIMAT0019814;hsa-miR-203b-3p;3p;MI0017343
chr14;miRNA;104677723;104677740;-;MIMAT0019815;hsa-miR-4710;10;MI0017344
chr1;miRNA;59733269;59733291;-;MIMAT0019816;hsa-miR-4711-5p;5p;MI0017345
chr1;miRNA;59733235;59733252;-;MIMAT0019817;hsa-miR-4711-3p;3p;MI0017345
chr15;miRNA;50360337;50360358;+;MIMAT0019818;hsa-miR-4712-5p;5p;MI0017346
chr15;miRNA;50360385;50360405;+;MIMAT0019819;hsa-miR-4712-3p;3p;MI0017346
chr15;miRNA;51242200;51242221;+;MIMAT0019820;hsa-miR-4713-5p;5p;MI0017347
chr15;miRNA;51242233;51242254;+;MIMAT0019821;hsa-miR-4713-3p;3p;MI0017347
chr15;miRNA;98784435;98784456;+;MIMAT0019822;hsa-miR-4714-5p;5p;MI0017348
chr15;miRNA;98784473;98784494;+;MIMAT0019823;hsa-miR-4714-3p;3p;MI0017348
chr15;miRNA;25848795;25848816;-;MIMAT0019824;hsa-miR-4715-5p;5p;MI0017349
chr15;miRNA;25848758;25848780;-;MIMAT0019825;hsa-miR-4715-3p;3p;MI0017349
chr15;miRNA;49169121;49169142;-;MIMAT0019826;hsa-miR-4716-5p;5p;MI0017350
chr15;miRNA;49169079;49169100;-;MIMAT0019827;hsa-miR-4716-3p;3p;MI0017350
chr15;miRNA;88611894;88611915;-;MIMAT0019828;hsa-miR-3529-5p;5p;MI0017351
chr15;miRNA;88611856;88611879;-;MIMAT0022741;hsa-miR-3529-3p;3p;MI0017351
chr16;miRNA;2274629;2274650;+;MIMAT0019829;hsa-miR-4717-5p;5p;MI0017352
chr16;miRNA;2274661;2274681;+;MIMAT0019830;hsa-miR-4717-3p;3p;MI0017352
chr16;miRNA;12720321;12720341;+;MIMAT0019831;hsa-miR-4718;18;MI0017353
chr16;miRNA;76868988;76869009;+;MIMAT0019832;hsa-miR-4719;19;MI0017354
chr16;miRNA;81385021;81385042;+;MIMAT0019833;hsa-miR-4720-5p;5p;MI0017355
chr16;miRNA;81385063;81385083;+;MIMAT0019834;hsa-miR-4720-3p;3p;MI0017355
chr16;miRNA;28843927;28843948;-;MIMAT0019835;hsa-miR-4721;21;MI0017356
chr16;miRNA;88716315;88716337;-;MIMAT0019836;hsa-miR-4722-5p;5p;MI0017357
chr16;miRNA;88716278;88716299;-;MIMAT0019837;hsa-miR-4722-3p;3p;MI0017357
chr17;miRNA;6655449;6655468;+;MIMAT0019235_1;hsa-miR-4520-5p;5p;MI0017358
chr17;miRNA;6655481;6655502;+;MIMAT0020300;hsa-miR-4520-2-3p;3p;MI0017358
chr17;miRNA;28360660;28360683;+;MIMAT0019838;hsa-miR-4723-5p;5p;MI0017359
chr17;miRNA;28360712;28360733;+;MIMAT0019839;hsa-miR-4723-3p;3p;MI0017359
chr17;miRNA;28861377;28861398;+;MIMAT0019840;hsa-miR-451b;1b;MI0017360
chr17;miRNA;31534893;31534915;+;MIMAT0019841;hsa-miR-4724-5p;5p;MI0017361
chr17;miRNA;31534941;31534961;+;MIMAT0019842;hsa-miR-4724-3p;3p;MI0017361
chr17;miRNA;31575281;31575301;+;MIMAT0019843;hsa-miR-4725-5p;5p;MI0017362
chr17;miRNA;31575326;31575347;+;MIMAT0019844;hsa-miR-4725-3p;3p;MI0017362
chr17;miRNA;38719691;38719713;+;MIMAT0019845;hsa-miR-4726-5p;5p;MI0017363
chr17;miRNA;38719727;38719748;+;MIMAT0019846;hsa-miR-4726-3p;3p;MI0017363
chr17;miRNA;38825839;38825859;+;MIMAT0019847;hsa-miR-4727-5p;5p;MI0017364
chr17;miRNA;38825871;38825892;+;MIMAT0019848;hsa-miR-4727-3p;3p;MI0017364
chr17;miRNA;39726496;39726518;+;MIMAT0019849;hsa-miR-4728-5p;5p;MI0017365
chr17;miRNA;39726537;39726561;+;MIMAT0019850;hsa-miR-4728-3p;3p;MI0017365
chr17;miRNA;59366092;59366113;+;MIMAT0019851;hsa-miR-4729;29;MI0017366
chr17;miRNA;80419427;80419449;+;MIMAT0019852;hsa-miR-4730;30;MI0017367
chr17;miRNA;15251666;15251687;-;MIMAT0019853;hsa-miR-4731-5p;5p;MI0017368
chr17;miRNA;15251634;15251655;-;MIMAT0019854;hsa-miR-4731-3p;3p;MI0017368
chr17;miRNA;28861700;28861722;-;MIMAT0019855;hsa-miR-4732-5p;5p;MI0017369
chr17;miRNA;28861668;28861688;-;MIMAT0019856;hsa-miR-4732-3p;3p;MI0017369
chr17;miRNA;31094395;31094416;-;MIMAT0019857;hsa-miR-4733-5p;5p;MI0017370
chr17;miRNA;31094358;31094379;-;MIMAT0019858;hsa-miR-4733-3p;3p;MI0017370
chr17;miRNA;38702270;38702291;-;MIMAT0019859;hsa-miR-4734;34;MI0017371
chr1;miRNA;196582453;196582474;-;MIMAT0019860;hsa-miR-4735-5p;5p;MI0017372
chr1;miRNA;196582417;196582437;-;MIMAT0019861;hsa-miR-4735-3p;3p;MI0017372
chr17;miRNA;58336004;58336022;-;MIMAT0019862;hsa-miR-4736;36;MI0017373
chr17;miRNA;60043077;60043096;-;MIMAT0019863;hsa-miR-4737;37;MI0017374
chr17;miRNA;64500817;64500837;-;MIMAT0019864;hsa-miR-3064-5p;5p;MI0017375
chr17;miRNA;64500775;64500797;-;MIMAT0019865;hsa-miR-3064-3p;3p;MI0017375
chr17;miRNA;75784567;75784588;-;MIMAT0019866;hsa-miR-4738-5p;5p;MI0017376
chr17;miRNA;75784530;75784551;-;MIMAT0019867;hsa-miR-4738-3p;3p;MI0017376
chr17;miRNA;79707216;79707240;-;MIMAT0019868;hsa-miR-4739;39;MI0017377
chr17;miRNA;81400753;81400774;-;MIMAT0019869;hsa-miR-4740-5p;5p;MI0017378
chr17;miRNA;81400716;81400737;-;MIMAT0019870;hsa-miR-4740-3p;3p;MI0017378
chr18;miRNA;22933407;22933429;+;MIMAT0019871;hsa-miR-4741;41;MI0017379
chr1;miRNA;224398289;224398311;-;MIMAT0019872;hsa-miR-4742-5p;5p;MI0017380
chr1;miRNA;224398227;224398249;-;MIMAT0019873;hsa-miR-4742-3p;3p;MI0017380
chr18;miRNA;48670602;48670624;+;MIMAT0019874;hsa-miR-4743-5p;5p;MI0017381
chr18;miRNA;48670648;48670668;+;MIMAT0022978;hsa-miR-4743-3p;3p;MI0017381
chr18;miRNA;49049737;49049759;-;MIMAT0019875;hsa-miR-4744;44;MI0017382
chr18;miRNA;58451121;58451143;-;MIMAT0019876;hsa-miR-3591-5p;5p;MI0017383
chr18;miRNA;58451087;58451108;-;MIMAT0019877;hsa-miR-3591-3p;3p;MI0017383
chr19;miRNA;804941;804963;+;MIMAT0019878;hsa-miR-4745-5p;5p;MI0017384
chr19;miRNA;804977;804999;+;MIMAT0019879;hsa-miR-4745-3p;3p;MI0017384
chr19;miRNA;4445987;4446009;+;MIMAT0019880;hsa-miR-4746-5p;5p;MI0017385
chr19;miRNA;4446021;4446041;+;MIMAT0019881;hsa-miR-4746-3p;3p;MI0017385
chr19;miRNA;4932687;4932708;+;MIMAT0019882;hsa-miR-4747-5p;5p;MI0017386
chr19;miRNA;4932719;4932740;+;MIMAT0019883;hsa-miR-4747-3p;3p;MI0017386
chr19;miRNA;10780263;10780283;+;MIMAT0019884;hsa-miR-4748;48;MI0017387
chr19;miRNA;49854593;49854614;+;MIMAT0019885;hsa-miR-4749-5p;5p;MI0017388
chr19;miRNA;49854632;49854651;+;MIMAT0019886;hsa-miR-4749-3p;3p;MI0017388
chr19;miRNA;49888177;49888198;+;MIMAT0019887;hsa-miR-4750-5p;5p;MI0017389
chr19;miRNA;49888209;49888230;+;MIMAT0022979;hsa-miR-4750-3p;3p;MI0017389
chr19;miRNA;49933073;49933096;+;MIMAT0019888;hsa-miR-4751;51;MI0017390
chr19;miRNA;54282118;54282139;+;MIMAT0019889;hsa-miR-4752;52;MI0017391
chr1;miRNA;235190086;235190107;-;MIMAT0019890;hsa-miR-4753-5p;5p;MI0017392
chr1;miRNA;235190040;235190061;-;MIMAT0019891;hsa-miR-4753-3p;3p;MI0017392
chr19;miRNA;53787715;53787736;-;MIMAT0019892;hsa-miR-371b-5p;5p;MI0017393
chr19;miRNA;53787678;53787700;-;MIMAT0019893;hsa-miR-371b-3p;3p;MI0017393
chr19;miRNA;58386827;58386849;-;MIMAT0019894;hsa-miR-4754;54;MI0017394
chr20;miRNA;34049128;34049149;+;MIMAT0019895;hsa-miR-4755-5p;5p;MI0017395
chr20;miRNA;34049162;34049183;+;MIMAT0019896;hsa-miR-4755-3p;3p;MI0017395
chr20;miRNA;34990443;34990463;-;MIMAT0019897;hsa-miR-499b-5p;5p;MI0017396
chr20;miRNA;34990406;34990427;-;MIMAT0019898;hsa-miR-499b-3p;3p;MI0017396
chr20;miRNA;54068452;54068474;-;MIMAT0019899;hsa-miR-4756-5p;5p;MI0017397
chr20;miRNA;54068418;54068439;-;MIMAT0019900;hsa-miR-4756-3p;3p;MI0017397
chr2;miRNA;19348439;19348461;+;MIMAT0019901;hsa-miR-4757-5p;5p;MI0017398
chr2;miRNA;19348476;19348497;+;MIMAT0019902;hsa-miR-4757-3p;3p;MI0017398
chr20;miRNA;62332534;62332556;-;MIMAT0019903;hsa-miR-4758-5p;5p;MI0017399
chr20;miRNA;62332490;62332512;-;MIMAT0019904;hsa-miR-4758-3p;3p;MI0017399
chr21;miRNA;26953965;26953985;+;MIMAT0019905;hsa-miR-4759;59;MI0017400
chr21;miRNA;40212401;40212422;-;MIMAT0019906;hsa-miR-4760-5p;5p;MI0017401
chr21;miRNA;40212359;40212380;-;MIMAT0019907;hsa-miR-4760-3p;3p;MI0017401
chr22;miRNA;19963755;19963775;+;MIMAT0019908;hsa-miR-4761-5p;5p;MI0017402
chr22;miRNA;19963814;19963834;+;MIMAT0019909;hsa-miR-4761-3p;3p;MI0017402
chr22;miRNA;45760532;45760552;+;MIMAT0019910;hsa-miR-4762-5p;5p;MI0017403
chr22;miRNA;45760572;45760593;+;MIMAT0019911;hsa-miR-4762-3p;3p;MI0017403
chr22;miRNA;46113584;46113604;+;MIMAT0019912;hsa-miR-4763-5p;5p;MI0017404
chr22;miRNA;46113624;46113647;+;MIMAT0019913;hsa-miR-4763-3p;3p;MI0017404
chr22;miRNA;33436640;33436660;-;MIMAT0019914;hsa-miR-4764-5p;5p;MI0017405
chr22;miRNA;33436588;33436609;-;MIMAT0019915;hsa-miR-4764-3p;3p;MI0017405
chr2;miRNA;32635300;32635321;+;MIMAT0019916;hsa-miR-4765;65;MI0017406
chr22;miRNA;40813927;40813947;-;MIMAT0019917;hsa-miR-4766-5p;5p;MI0017407
chr22;miRNA;40813893;40813913;-;MIMAT0019918;hsa-miR-4766-3p;3p;MI0017407
chrX;miRNA;7147869;7147891;+;MIMAT0019919;hsa-miR-4767;67;MI0017408
chrX;miRNA;17425889;17425910;+;MIMAT0019920;hsa-miR-4768-5p;5p;MI0017409
chrX;miRNA;17425927;17425946;+;MIMAT0019921;hsa-miR-4768-3p;3p;MI0017409
chrX;miRNA;47587436;47587459;+;MIMAT0019922;hsa-miR-4769-5p;5p;MI0017410
chrX;miRNA;47587476;47587497;+;MIMAT0019923;hsa-miR-4769-3p;3p;MI0017410
chrX;miRNA;6383907;6383924;-;MIMAT0019924;hsa-miR-4770;70;MI0017411
chr2;miRNA;87194830;87194850;+;MIMAT0019925;hsa-miR-4771;71;MI0017412
chr2;miRNA;111771070;111771090;-;MIMAT0019925_1;hsa-miR-4771;71;MI0017413
chr2;miRNA;102432300;102432321;+;MIMAT0019926;hsa-miR-4772-5p;5p;MI0017414
chr2;miRNA;102432336;102432357;+;MIMAT0019927;hsa-miR-4772-3p;3p;MI0017414
chr2;miRNA;151368381;151368402;+;MIMAT0019928_1;hsa-miR-4773;73;MI0017415
chr2;miRNA;151368343;151368364;-;MIMAT0019928;hsa-miR-4773;73;MI0017416
chr2;miRNA;168582953;168582974;+;MIMAT0019929;hsa-miR-4774-5p;5p;MI0017417
chr2;miRNA;168582989;168583009;+;MIMAT0019930;hsa-miR-4774-3p;3p;MI0017417
chr2;miRNA;207754816;207754837;+;MIMAT0019931;hsa-miR-4775;75;MI0017418
chr2;miRNA;212926266;212926287;+;MIMAT0019932;hsa-miR-4776-5p;5p;MI0017419
chr2;miRNA;212926310;212926332;+;MIMAT0019933;hsa-miR-4776-3p;3p;MI0017419
chr2;miRNA;212926306;212926327;-;MIMAT0019932_1;hsa-miR-4776-5p;5p;MI0017420
chr2;miRNA;212926261;212926283;-;MIMAT0019933_1;hsa-miR-4776-3p;3p;MI0017420
chr2;miRNA;231362723;231362744;+;MIMAT0019934;hsa-miR-4777-5p;5p;MI0017421
chr2;miRNA;231362764;231362785;+;MIMAT0019935;hsa-miR-4777-3p;3p;MI0017421
chr2;miRNA;66358297;66358318;-;MIMAT0019936;hsa-miR-4778-5p;5p;MI0017422
chr2;miRNA;66358257;66358278;-;MIMAT0019937;hsa-miR-4778-3p;3p;MI0017422
chr2;miRNA;86193037;86193058;-;MIMAT0019938;hsa-miR-4779;79;MI0017423
chr2;miRNA;88082528;88082549;-;MIMAT0019939;hsa-miR-4780;80;MI0017424
chr2;miRNA;110086490;110086511;-;MIMAT0019940;hsa-miR-4436b-5p;5p;MI0017425
chr2;miRNA;110086443;110086464;-;MIMAT0019941;hsa-miR-4436b-3p;3p;MI0017425
chr1;miRNA;54054091;54054111;+;MIMAT0019942;hsa-miR-4781-5p;5p;MI0017426
chr1;miRNA;54054124;54054145;+;MIMAT0019943;hsa-miR-4781-3p;3p;MI0017426
chr2;miRNA;113721338;113721359;-;MIMAT0019944;hsa-miR-4782-5p;5p;MI0017427
chr2;miRNA;113721298;113721319;-;MIMAT0019945;hsa-miR-4782-3p;3p;MI0017427
chr2;miRNA;127423586;127423606;-;MIMAT0019946;hsa-miR-4783-5p;5p;MI0017428
chr2;miRNA;127423546;127423568;-;MIMAT0019947;hsa-miR-4783-3p;3p;MI0017428
chr2;miRNA;131491208;131491227;-;MIMAT0019948;hsa-miR-4784;84;MI0017429
chr2;miRNA;160407819;160407839;-;MIMAT0019949;hsa-miR-4785;85;MI0017430
chr2;miRNA;188978133;188978153;-;MIMAT0019950;hsa-miR-1245b-5p;5p;MI0017431
chr2;miRNA;188978099;188978120;-;MIMAT0019951;hsa-miR-1245b-3p;3p;MI0017431
chr2;miRNA;239351771;239351793;-;MIMAT0019952;hsa-miR-2467-5p;5p;MI0017432
chr2;miRNA;239351732;239351753;-;MIMAT0019953;hsa-miR-2467-3p;3p;MI0017432
chr2;miRNA;239943063;239943084;-;MIMAT0019954;hsa-miR-4786-5p;5p;MI0017433
chr2;miRNA;239943023;239943044;-;MIMAT0019955;hsa-miR-4786-3p;3p;MI0017433
chr3;miRNA;50675093;50675114;+;MIMAT0019956;hsa-miR-4787-5p;5p;MI0017434
chr3;miRNA;50675130;50675153;+;MIMAT0019957;hsa-miR-4787-3p;3p;MI0017434
chr3;miRNA;134437836;134437857;+;MIMAT0019958;hsa-miR-4788;88;MI0017435
chr3;miRNA;175369552;175369573;+;MIMAT0019959;hsa-miR-4789-5p;5p;MI0017436
chr3;miRNA;175369590;175369610;+;MIMAT0019960;hsa-miR-4789-3p;3p;MI0017436
chr3;miRNA;5250227;5250246;-;MIMAT0019961;hsa-miR-4790-5p;5p;MI0017437
chr3;miRNA;5250180;5250201;-;MIMAT0019962;hsa-miR-4790-3p;3p;MI0017437
